bundle_id,true_indice,true_option_idx,true_option_char,input_indices,candidate_indices,input_str,target_str,hard_neg_count,prediction,raw_response,hit,overall_hit_rate,overall_valid_ratio
5897,140660,6,G,"[212727, 199908, 24979, 103085, 153179, 154006, 95182, 79498, 174779, 192034]","[13570, 165249, 122969, 111241, 170076, 139858, 140660, 205742, 32727, 68493]","1. Just For Now - Pentatonix - That's Christmas To Me (Deluxe Edition); 2. The First Noel - Brett Eldredge - Glow; 3. O Come, All Ye Faithful - Pentatonix - A Pentatonix Christmas; 4. White Christmas - Brett Eldredge - Glow; 5. I'll Be Home - Meghan Trainor - Title; 6. God Rest Ye Merry Gentlemen - Pentatonix - A Pentatonix Christmas; 7. Coventry Carol - Pentatonix - A Pentatonix Christmas; 8. I'll Be Home For Christmas - Brett Eldredge - Glow; 9. Baby, It's Cold Outside (feat. Meghan Trainor) - Brett Eldredge - Glow; 10. Have Yourself A Merry Little Christmas - Sam Smith - Have Yourself A Merry Little Christmas",A. Illinois - Brett Eldredge - Illinois; B. Raymond - Brett Eldredge - Bring You Back; C. Gotta Get There - Brett Eldredge - Bring You Back; D. Drunk On Your Love - Brett Eldredge - Illinois; E. Bring You Back - Brett Eldredge - Bring You Back; F. Go On Without Me - Brett Eldredge - Bring You Back; G. Silent Night - Brett Eldredge - Glow; H. You Can't Stop Me (feat. Thomas Rhett) - Brett Eldredge - Illinois; I. Beat Of The Music - Brett Eldredge - Bring You Back; J. On And On - Brett Eldredge - Bring You Back,9,G,G,1,0.472,0.964
4995,109542,6,G,"[71471, 113965, 51651, 137346, 107846, 180444, 186501, 104604, 88038, 57675]","[160082, 49161, 104226, 75016, 133618, 20154, 109542, 192586, 12340, 130468]",1. Follow The Leader - Wisin & Yandel - Líderes; 2. Tengo Un Amor - Remix Version - Toby Love - Toby Love; 3. El Amor Que Perdimos - Prince Royce - Prince Royce; 4. Addicted to You - Shakira - Sale El Sol; 5. Hold You - Hold Yuh - Gyptian - Hold You; 6. Ven Conmigo - feat. Prince Royce - Daddy Yankee - Prestige; 7. Reggaeton Latino - Don Omar - Reggaeton Latino; 8. I Know You Want Me (Calle Ocho) - Pitbull - Pitbull Starring In Rebelution; 9. Que Tengo Que Hacer - Agrupación Reggaeton - Tributo A Don Omar y Daddy Yankee; 10. Lovumba - Daddy Yankee - Prestige,A. Los Infieles - Aventura - K.O.B. Live; B. Un Chi Chi - Aventura - God's Project; C. No Lo Perdona Dios - Aventura - Generation Next; D. Soy Hombre - Aventura - The Last; E. Cuando Volveras - Aventura - Generation Next; F. El Perdedor - Aventura - K.O.B. Live; G. Obsesion - Aventura - We Broke The Rules; H. Bar Skit - Aventura - God's Project; I. Ciego De Amor - Featuring Anthony Santos - Aventura - God's Project; J. Obsesion - English Remix - Aventura - We Broke The Rules,9,A,A,0,0.472,0.964
1513,163781,3,D,"[38752, 209896, 55154, 116182, 137409, 26165, 52162, 3961, 96888, 136286]","[14585, 112773, 184084, 163781, 41832, 173164, 15868, 7211, 150400, 72041]","1. Wat's Wrong (feat. Zacari & Kendrick Lamar) - Isaiah Rashad - The Sun's Tirade; 2. Heavenly Father - Isaiah Rashad - Cilvia Demo; 3. Ambitionz Az A Ridah - 2Pac - All Eyez On Me; 4. Bomb (feat. Raekwon) - Freddie Gibbs - Piñata; 5. Shame (feat. BJ The Chicago Kid) - Freddie Gibbs - Piñata; 6. Memory Lane (Sittin' in da Park) - Nas - Illmatic XX; 7. Bitch, Don’t Kill My Vibe - Kendrick Lamar - good kid, m.A.A.d city; 8. All You Need - Brother Ali - Mourning In America And Dreaming In Color [Deluxe Version]; 9. She Wish She Was - YG - Still Brazy; 10. For Free? - Interlude - Kendrick Lamar - To Pimp A Butterfly",A. 4r Da Squaw - Isaiah Rashad - The Sun's Tirade; B. Shot You Down (feat. Jay Rock & ScHoolboy Q) - Isaiah Rashad - Cilvia Demo; C. Soliloquy - Isaiah Rashad - Cilvia Demo; D. West Savannah (feat. SZA) - Isaiah Rashad - Cilvia Demo; E. Nelly - Isaiah Rashad - Nelly; F. Stuck in the Mud (feat. SZA) - Isaiah Rashad - The Sun's Tirade; G. Modest - Isaiah Rashad - Cilvia Demo; H. by george (outro) - Isaiah Rashad - The Sun's Tirade; I. Banana - Isaiah Rashad - Cilvia Demo; J. AA - Isaiah Rashad - The Sun's Tirade,9,A,A,0,0.472,0.964
5111,97310,3,D,"[187686, 24530, 189314, 23798, 111518, 121807, 169498, 201318, 1217, 191359]","[186572, 140650, 166017, 97310, 75394, 177260, 134750, 60087, 58913, 99706]",1. Concrete Wall - Zee Avi - Ghostbird; 2. Doin' it Right - Daft Punk - Random Access Memories; 3. The Great Impression - Sparkadia - The Great Impression; 4. Make Our Own Way - Little Brutes - Desire; 5. Helpless Blues - The Bamboos - Fever In The Road; 6. Done - Frazey Ford - Indian Ocean; 7. Lay It Down - The Rubens - The Rubens; 8. Sweet Emotion - The Kooks - Listen; 9. La Vie En Rose - Cristin Milioti - How I Met Your Music: Deluxe (Original Television Soundtrack); 10. Gasoline - Alpine - A Is For Alpine,A. Blame It On Me - Mapei - Hey Hey; B. Don’t Wait - Giraffage Remix - Mapei - Don't Wait; C. Look at Me Now - Sonny Digital - Look at Me Now; D. Don’t Wait - Mapei - Hey Hey; E. It's The Girl That Makes Him Happy - Louis XIV - The Best Little Secrets Are Kept; F. Don’t Wait - Acoustic - Mapei - Don't Wait; G. Baby It's You - Mapei - Hey Hey; H. Don’t Wait - Benny Blanco Remix - Mapei - Don't Wait; I. Change - Mapei - Hey Hey; J. For Naught - The Ghost Ease - RAW,6,D,D,1,0.472,0.964
227,106228,4,E,"[183083, 15565, 102603, 133967, 142148, 170981, 211165, 135554, 17679, 36011]","[92618, 176196, 152954, 88752, 106228, 22408, 29224, 32586, 170083, 191771]","1. Nothing Is Real - The Goo Goo Dolls - Something For The Rest Of Us; 2. Wild & Free - A Rocket To The Moon - Wild & Free; 3. Fast In My Car - Paramore - Paramore; 4. Everybody Wants To Rule The World - Relient K - Is For Karaoke; 5. Its Me - Nevertheless - Live Like We're Alive; 6. (One Of Those) Crazy Girls - Paramore - Paramore; 7. Proof - Paramore - Paramore; 8. Collide - Go Radio - Close The Distance; 9. Fast Car (feat. Kina Grannis) - Boyce Avenue - Cover Collaborations, Vol. 1; 10. Iris - The Goo Goo Dolls - Dizzy Up The Girl","A. Introducing the Experience - BBC Sessions - Jimi Hendrix - BBC Sessions; B. Where Were You - Every Avenue - Shh, Just Go With It; C. Tell Me I'm A Wreck - Every Avenue - Picture Perfect; D. There Tonight - Every Avenue - Bad Habits; E. Only Place I Call Home - Every Avenue - Bad Habits; F. Season of the Witch - 2002 Remix w/o Horns - Al Kooper - Super Session; G. The Feels - Londrelle - Feels; H. Take Me Home Tonight - Every Avenue - Punk Goes Classic Rock; I. Between You And I - Every Avenue - Shh, Just Go With It; J. Fall Apart - Every Avenue - Bad Habits",6,J,J,0,0.472,0.964
6373,161171,2,C,"[169780, 157110, 47780, 141844, 86028, 12516, 68905, 109968, 43662, 212974]","[181327, 182158, 161171, 71670, 161590, 162984, 194059, 54764, 106941, 132548]","1. Funky Child - Lords Of The Underground - Here Come the Lords; 2. Running Your Mouth (feat. Snoop Dogg, Nate Dogg, Fabolous and Busta Rhymes) - Featuring Snoop Dogg, Nate Dogg, Fabolous and Busta Rhymes Explicit Album Version - The Notorious B.I.G. - Greatest Hits; 3. Get By - Talib Kweli - Quality; 4. I Don't Want No College Degree - Afroman - The Frorider; 5. Rest Of My Life - Kottonmouth Kings - Rollin' Stoned; 6. Real Niggaz Don't Die - N.W.A. - Efil4zaggin; 7. Crushed Egos - Wu-Tang Clan - A Better Tomorrow; 8. Dead Wrong (feat. Eminem) - The Notorious B.I.G. - Born Again; 9. Gimme The Loot - The Notorious B.I.G. - Ready To Die The Remaster; 10. Get Like Me - David Banner - The Greatest Story Ever Told","A. Dirty Dirty - Ol' Dirty Bastard - Osirus - The Official Mixtape; B. Holy, Holy, Holy (Jesus Reigns) - Highlands Worship - Here I Surrender; C. Brooklyn Zoo - Ol' Dirty Bastard - Return To The 36 Chambers: The Dirty Version; D. Baby Talk - Jan & Dean - Lights Out The Dore Records Story 1958-1962; E. Creep (Glee Cast Version) - Glee Cast - Glee: The Music, The Complete Season Four; F. She Got Over Me - Saving Abel - Saving Abel; G. I Feel Your Spirit - Hezekiah Walker - Azusa The Next Generation; H. All I Need - Radiohead - In Rainbows; I. Sacred Stones - Sheila Chandra - Weaving My Ancestors' Voices; J. Rain On Me - Tamia - Tamia",1,C,C,1,0.472,0.964
2355,34540,4,E,"[143241, 26735, 115331, 24617, 164414, 107195, 55670, 197444]","[157178, 133240, 130342, 65236, 34540, 173113, 94588, 201854, 110796, 201503]",1. Cake By The Ocean - DNCE - DNCE; 2. Human Nature - Michael Jackson - Thriller 25 Super Deluxe Edition; 3. Chasing The Sun - Sara Bareilles - The Blessed Unrest; 4. Car Radio - Twenty One Pilots - Vessel; 5. Stressed Out - Twenty One Pilots - Blurryface; 6. Sinking Friendships - Jónsi - Go; 7. Love On Top - Beyoncé - 4; 8. Go Do - Jónsi - Go,A. This Is How We Do - Katy Perry - PRISM; B. This Moment - Katy Perry - PRISM; C. I Kissed a Girl - Katy Perry - One Of The Boys; D. Legendary Lovers - Katy Perry - PRISM; E. Dark Horse - Katy Perry - PRISM; F. Waking Up In Vegas - Katy Perry - One Of The Boys; G. Walking On Air - Katy Perry - PRISM; H. Swish Swish - Cheat Codes Remix - Katy Perry - Swish Swish; I. Tsunami - Katy Perry - Witness; J. Chained To The Rhythm - Katy Perry - Witness,9,E,E,1,0.472,0.964
12192,135124,3,D,"[148283, 128830, 191005, 63835, 198456, 190822, 146745, 132427, 134400, 212930]","[45664, 56062, 155352, 135124, 181022, 91883, 124709, 202673, 42011, 34696]",1. Okay Then - Bubba Sparxxx - Made On McCosh Mill Road; 2. Outlaw (feat. Luke Combs) - Upchurch - Outlaw (feat. Luke Combs); 3. All Weekend Long - The Lacs - Keep It Redneck; 4. Better Be Country - Bubba Sparxxx - Made On McCosh Mill Road; 5. Get Lost - The Lacs - Keep It Redneck; 6. Way of Life (feat. The Lacs & Danny Boone) - Cypress Spring - Denim; 7. Wheelz Fall Off (feat. Demun Jones) - Mud Digger - Mud Digger 5; 8. Down in the Holler (feat. Justin Adams) - Upchurch - Bad Mutha Fucka; 9. She's Like (feat. Keith Urban) - Colt Ford - Thanks for Listening; 10. Deep Inside the Stix - Upchurch - Chicken Willie,A. ReLacs (feat. Sarah Ross) - The Lacs - Keep It Redneck; B. Island Time - The Lacs - 190 Proof; C. Country Boy's Paradise - The Lacs - Country Boy's Paradise; D. Kickin Up Mud - The Lacs - Country Boy's Paradise; E. Stomp - The Lacs - Outlaw in Me; F. Great Moments In Redneck History #2 (skit) - The Lacs - 190 Proof; G. Shindig (feat. Colt Ford) - The Lacs - Country Boy's Paradise; H. Make the Rooster Crow - The Lacs - Outlaw in Me; I. 190 Proof - The Lacs - 190 Proof; J. Shake It (feat. Big & Rich) - The Lacs - 190 Proof,9,D,D,1,0.472,0.964
8486,93031,4,E,"[91595, 169909, 174512, 149499, 159472, 154222, 145618, 133814, 46282, 5126]","[68931, 166881, 198782, 141512, 93031, 33919, 200517, 118219, 163961, 44586]","1. Me, Myself & I - G-Eazy - When It's Dark Out; 2. Bed - J. Holiday - Back Of My Lac'; 3. Divenire - Ludovico Einaudi - Divenire; 4. Leo - Ludovico Einaudi - Una Mattina; 5. Dietro Casa - Ludovico Einaudi - Una Mattina; 6. Scars To Your Beautiful - Alessia Cara - Know-It-All; 7. A Fuoco - Ludovico Einaudi - Una Mattina; 8. Nuvole Nere - Ludovico Einaudi - Una Mattina; 9. Nuvole Bianche - Ludovico Einaudi - Una Mattina; 10. Ora - Ludovico Einaudi - Una Mattina",A. Careful Where You Stand - Coldplay - Shiver; B. Princess of China - Acoustic - Coldplay - Princess of China; C. A Sky Full of Stars - Coldplay - Ghost Stories; D. Always In My Head - Coldplay - Ghost Stories; E. Hymn For The Weekend - Seeb Remix - Coldplay - A Head Full Of Dreams Tour Edition; F. Charlie Brown - Coldplay - Mylo Xyloto; G. We Never Change - Coldplay - Parachutes; H. A Sky Full of Stars - Robin Schulz Edit - Coldplay - Prayer; I. Yes - Coldplay - Viva La Vida Or Death And All His Friends; J. Speed Of Sound - Coldplay - X & Y,9,G,G,0,0.472,0.964
8010,191286,2,C,"[43570, 143199, 196954, 116344, 111310, 32943, 168905, 210215, 135869, 190110]","[203, 14794, 191286, 193453, 211454, 62093, 147976, 29172, 96736, 144277]","1. Red Sea (From ""The Prince of Egypt"") - London Music Works - Film Music of Hans Zimmer Vol.2; 2. Prince Caspian Flees - Harry Gregson-Williams - Prince Caspian Flees; 3. This Land - Hans Zimmer - The Lion King; 4. Chale Chalo - A.R. Rahman - Lagaan (Original Motion Picture Soundtrack); 5. The Victory - Phil Wickham - Response; 6. Immortals - Fall Out Boy - American Beauty/American Psycho; 7. We Can Make The World Stop - The Glitch Mob - We Can Make The World Stop - EP; 8. God I Look to You - Bethel Music - Without Words; 9. Homeland (From ""Spirit: Stallion of the Cimarron"") - London Music Works - Film Music of Hans Zimmer Vol.2; 10. They Live in You - Samuel E. Wright - The Lion King: Original Broadway Cast Recording",A. Gravity (Instrumental) - Bethel Music - After All These Years (Instrumental); B. Atramentous (Interlude) - Bethel Music - Without Words: Synesthesia; C. I Will Exalt - Bethel Music - Without Words; D. Heaven’s Song - Bethel Music - Without Words: Synesthesia; E. Here I Bow (Instrumental) - Bethel Music - After All These Years (Instrumental); F. After All These Years (Instrumental) - Bethel Music - After All These Years (Instrumental); G. Have It All (Studio Version) - Bethel Music - Have It All (Studio Version); H. I Will Exalt (feat. Amanda Cook) - Bethel Music - Be Lifted High; I. Mention of Your Name (Instrumental) - Bethel Music - After All These Years (Instrumental); J. Synesthesia (Outro) - Bethel Music - Without Words: Synesthesia,9,C,C,1,0.472,0.964
12029,146280,8,I,"[12751, 83972, 150609, 26943, 93786, 50398, 65796, 59594, 109611, 203875]","[19469, 26408, 181587, 2725, 7227, 157005, 184557, 71154, 146280, 180708]","1. Day N Nite - Rmx (feat. Kid Kudi) - Kid Kudi - The Mix Tape Side - A ""SURE""; 2. Hypnotize - 2014 Remastered Version - The Notorious B.I.G. - Life After Death (Remastered Edition); 3. Pac's Life - 2Pac - Pac's Life; 4. I Wish - Skee-Lo - I Wish; 5. Going Back To Cali - Amended, 2014 Remastered Version - The Notorious B.I.G. - Life After Death (Remastered Edition); 6. O Preto Em Movimento / Olhos Coloridos - Snippet - Mv Bill - Falcão - O Bagulho É Doido; 7. Check the Rhime - A Tribe Called Quest - The Low End Theory; 8. King of Raop - Cro - Raop; 9. Juicy - The Notorious B.I.G. - Ready To Die The Remaster; 10. Award Tour - A Tribe Called Quest - Midnight Marauders",A. Old School - 2Pac - Me Against The World; B. So Many Tears - Live - 2Pac - Live at the House Of Blues; C. Last Wordz - 2Pac - Strictly 4 My N.I.G.G.A.Z...; D. Breathin - 2Pac - Until The End Of Time; E. When We Ride - 2Pac - All Eyez On Me; F. When We Ride On Our Enemies - Briss Remix - 2Pac - Better Dayz; G. Letter 2 My Unborn - 2Pac - Until The End Of Time; H. California Love - Original Version - 2Pac - Greatest Hits; I. All Eyez On Me - 2Pac - All Eyez On Me; J. Ghost - 2Pac - Resurrection,9,H,H,0,0.472,0.964
1288,189467,3,D,"[62272, 182243, 70889, 59063, 190553, 121225, 20960, 148408, 143765, 31912]","[110873, 157394, 195664, 189467, 89135, 41673, 8158, 64698, 70734, 56667]","1. Shower - Becky G - Shower; 2. Cups - Movie Version - Anna Kendrick - Pitch Perfect Soundtrack; 3. Stereo Hearts (feat. Adam Levine) - feat. Adam Levine - Gym Class Heroes - The Papercut Chronicles II; 4. Rather Be (feat. Jess Glynne) - Clean Bandit - I Cry When I Laugh; 5. Love Myself - Hailee Steinfeld - HAIZ; 6. Baby Don't Lie - Gwen Stefani - Baby Don't Lie; 7. Budapest - George Ezra - Wanted On Voyage; 8. On My Mind - Ellie Goulding - Delirium; 9. Good Time - Owl City - The Midsummer Station; 10. See You Again (feat. Charlie Puth) - From ""Furious 7"" - Wiz Khalifa - Nine Track Mind",A. Unsteady - Erich Lee Gravity Remix - X Ambassadors - Me Before You; B. Unconsolable - X Ambassadors - Love Songs Drug Songs; C. Unsteady - X Ambassadors - VHS; D. Renegades - X Ambassadors - VHS; E. Loveless - X Ambassadors - VHS; F. B.I.G. - X Ambassadors - VHS; G. Litost - X Ambassadors - Love Songs Drug Songs; H. Jungle - X Ambassadors - VHS; I. Torches - X Ambassadors - Torches; J. Gorgeous - X Ambassadors - VHS,9,D,D,1,0.472,0.964
11425,125371,4,E,"[114963, 37965, 85261, 148420, 123937, 67997, 54662, 138139, 213269, 111156]","[15949, 170184, 11879, 100661, 125371, 18304, 61308, 23181, 125001, 39631]",1. All That She Wants - Eli Mac - All That She Wants; 2. Love's in the Melody (feat. Caleb Keolanui) - Kimie Miner - Kimie Miner; 3. You Don't Say - Eli Mac - You Don't Say; 4. Jamming - Bob Marley & The Wailers - Exodus; 5. Simple Love Song - Anuhea - For Love; 6. Bamboo - Kimie Miner - Bamboo; 7. Get Back To Me - Iration - Time Bomb; 8. Sunset Tonight - Jordan T - Sunset Tonight - Single; 9. Dawn of Time - Tribal Seeds - Tribal Seeds; 10. Is This Love - Bob Marley & The Wailers - Kaya,A. Attention Span - Rebelution - Rebelution; B. Suffering - Rebelution - Bright Side of Life; C. Breakdown - Rebelution - Falling into Place; D. Bright Side of Life - Rebelution - Bright Side of Life; E. Ordinary Girl - Rebelution - Courage To Grow; F. Running - Rebelution - Courage To Grow; G. Feeling Alright - Rebelution - Courage To Grow; H. Outta Control - Rebelution - Bright Side of Life; I. Closer I Get - Acoustic - Rebelution - Peace of Mind (Deluxe); J. Lazy Afternoon - Rebelution - Bright Side of Life,9,D,D,0,0.472,0.964
9289,19019,3,D,"[2975, 36695, 210052, 70310, 178928, 156010, 145966, 55205, 172748, 152238]","[8061, 26675, 78259, 19019, 2, 61519, 175171, 151637, 129285, 122866]","1. Out Of My System - Youngr - Out Of My System; 2. Alive For The First Time - Danger Radio - Used and Abused; 3. Say You Need Me - The Colourist - The Colourist; 4. Found You Out - Sir Sly - You Haunt Me; 5. Cherry - Moose Blood - I'll Keep You In Mind, From Time To Time; 6. Chasing Dreams - The Animal In Me - Words & Actions; 7. Lose It - Oh Wonder - Oh Wonder; 8. Thru - Vallis Alps - Vallis Alps; 9. Come First - Terror Jr - Bop City; 10. When I'm With You - Faber Drive - Seven Second Surgery",A. Angels - Joshua Radin - Onward And Sideways; B. We Are Okay - Joshua Radin - Simple Times; C. No Envy No Fear (Live) - Joshua Radin - Joshua Radin Live from the Village (Deluxe); D. With Me - Joshua Radin - Wax Wings; E. Winter - Joshua Radin - We Were Here; F. Enough For You - Joshua Radin - The Fall; G. Everything'll Be Alright (Will's Lullaby) - Joshua Radin - We Were Here; H. Cross That Line - Joshua Radin - Wax Wings; I. Today - Joshua Radin - We Were Here; J. I'd Rather Be With You [Radio Edit] - Joshua Radin - Simple Times,9,J,J,0,0.472,0.964
4347,100402,4,E,"[49038, 88634, 73138, 20091, 58381, 5828, 96848, 152943, 140263, 169070]","[57149, 89043, 180528, 109059, 100402, 147591, 95848, 91386, 84834, 134418]",1. Turn off the Lights - Teddy Pendergrass - Original Album Classics; 2. No One In The World - Anita Baker - Rapture; 3. Forever - Jaheim - Ghetto Love; 4. If You Think You're Lonely Now - Bobby Womack - The Poet; 5. Don't You Say No - R. Kelly - TP-2.com; 6. Like a Real Freak - R. Kelly - TP-2.com; 7. I Would Die 4 U - Prince - Purple Rain; 8. Diamonds and Pearls - Edit - Prince - The Hits/The B-Sides; 9. All I Do Is Think Of You - Troop - Attitude; 10. Happy - Surface - Surface (Bonus Track Version),"A. Put That Woman First - Jaheim - Still Ghetto; B. Never - Explicit Album Version - Jaheim - The Makings Of A Man; C. Could It Be - Jaheim - Ghetto Love; D. Back In My Arms - Jaheim - Struggle Love; E. Ready, Willing & Able - Jaheim - Ghetto Love; F. Everywhere I Am - Jaheim - Still Ghetto; G. Age Ain't A Factor - Jaheim - Appreciation Day; H. Hush - Explicit Album Version - Jaheim - The Makings Of A Man; I. Impossible - Jaheim - Another Round; J. Let's Talk About It - Jaheim - Still Ghetto",9,C,C,0,0.472,0.964
