dataset,category_set,set_size,support,support_ratio
pog,6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb,3,21,0.00105
pog,8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|fc528592c3858f90196fbfacc814f235,3,21,0.00105
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|fc528592c3858f90196fbfacc814f235,3,21,0.00105
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb|bc11aa63d5a69b1b0f90c34fd2c62102,5,21,0.00105
pog,814ed433f7b89cef654140214dfdaab5|82462c11b65faedd60ec94210debc584|83fb64f0af37f88a42f311549fb261cb,3,21,0.00105
pog,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,4,20,0.001
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|fc528592c3858f90196fbfacc814f235,4,20,0.001
pog,2450d5bfc87a1f5b96e2837f5c87a70c|2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,4,20,0.001
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|fbf269b6cc339b080853c548156a1050,3,20,0.001
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c,4,20,0.001
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,20,0.001
pog,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,5,20,0.001
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,3,19,0.00095
pog,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|de802e3a05e11e88ddd894aa58e0f4d9,4,19,0.00095
pog,2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,3,19,0.00095
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,4,19,0.00095
pog,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|bc11aa63d5a69b1b0f90c34fd2c62102,3,19,0.00095
pog,852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,3,19,0.00095
pog,3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c,3,19,0.00095
pog,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,5,19,0.00095
pog,664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|fc528592c3858f90196fbfacc814f235,3,19,0.00095
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,5,19,0.00095
pog,852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,3,19,0.00095
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|c6ba1690407cbd175f036694488a914e|fc528592c3858f90196fbfacc814f235,4,19,0.00095
pog,852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,3,18,0.0009
pog,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94,4,18,0.0009
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|8585a77eaebc91282b433359863cb569|b608ccb44928992e75009892971acd46,5,18,0.0009
pog,08734b0d499542a3a0ae060fb5597d09|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,4,18,0.0009
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,4,18,0.0009
pog,03bfc1d4783966c69cc6aef8247e0103|72b059d86956ec93bbe2ae5a6622f4bd|c7d17d4d3b51ccfb89c4c0f40ae87262,3,18,0.0009
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70,3,18,0.0009
pog,664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb,4,18,0.0009
pog,126c091a8ff171f694733a624089e68a|a6cd655d1645f38869be793d5fb194cb|fbf269b6cc339b080853c548156a1050,3,18,0.0009
pog,03bfc1d4783966c69cc6aef8247e0103|856a563554cc6f5b2bac63e3e8ff10b5|c6342df4744ae61888fa993d281972d7,3,18,0.0009
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,3,18,0.0009
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b,3,18,0.0009
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|fbf269b6cc339b080853c548156a1050,3,18,0.0009
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|c7d17d4d3b51ccfb89c4c0f40ae87262,4,18,0.0009
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,4,18,0.0009
pog,a6cd655d1645f38869be793d5fb194cb|bc11aa63d5a69b1b0f90c34fd2c62102|de802e3a05e11e88ddd894aa58e0f4d9,3,17,0.00085
pog,3e600277f4bf92983bf6fcb0ac09e0d7|852a581f78e4f4d7ecf9972a038e440c|c6ba1690407cbd175f036694488a914e,3,17,0.00085
pog,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b,3,17,0.00085
pog,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|de802e3a05e11e88ddd894aa58e0f4d9,3,17,0.00085
pog,3e600277f4bf92983bf6fcb0ac09e0d7|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,3,17,0.00085
pog,19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|814ed433f7b89cef654140214dfdaab5|83fb64f0af37f88a42f311549fb261cb,4,17,0.00085
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,5,17,0.00085
pog,126c091a8ff171f694733a624089e68a|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,3,17,0.00085
pog,022ab423f035b47ac0af5046c51ed093|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c,3,17,0.00085
pog,03bfc1d4783966c69cc6aef8247e0103|12ba81fb3ad68ad5b21e4cec7be42666|19125833f147d19800e3aa39ecfc76c2,3,17,0.00085
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569|b5512b7b61119e0a76d1f6b3bd6d2b94,4,17,0.00085
pog,022ab423f035b47ac0af5046c51ed093|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,4,17,0.00085
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569,4,17,0.00085
pog,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,5,17,0.00085
pog,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46,3,17,0.00085
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|a6cd655d1645f38869be793d5fb194cb,4,17,0.00085
pog,08734b0d499542a3a0ae060fb5597d09|852a581f78e4f4d7ecf9972a038e440c|fc528592c3858f90196fbfacc814f235,3,17,0.00085
pog,2450d5bfc87a1f5b96e2837f5c87a70c|2b28f4772c30b8544c742f6a349a06b3|95c3a26ab13f3ec5cd28a281e3685e7b,3,17,0.00085
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|95c3a26ab13f3ec5cd28a281e3685e7b,4,17,0.00085
pog,19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c,3,17,0.00085
pog,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|841c8877534da01768696cd2375bab70,3,17,0.00085
pog,126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b|b608ccb44928992e75009892971acd46,3,17,0.00085
pog,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|b608ccb44928992e75009892971acd46,3,16,0.0008
pog,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|841c8877534da01768696cd2375bab70,3,16,0.0008
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,4,16,0.0008
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,4,16,0.0008
pog,6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|fc528592c3858f90196fbfacc814f235,3,16,0.0008
pog,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,16,0.0008
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,4,16,0.0008
pog,022ab423f035b47ac0af5046c51ed093|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,5,16,0.0008
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,5,16,0.0008
pog,126c091a8ff171f694733a624089e68a|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c,3,16,0.0008
pog,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,3,16,0.0008
pog,814ed433f7b89cef654140214dfdaab5|83fb64f0af37f88a42f311549fb261cb|c6342df4744ae61888fa993d281972d7,3,16,0.0008
pog,08734b0d499542a3a0ae060fb5597d09|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,5,16,0.0008
pog,2450d5bfc87a1f5b96e2837f5c87a70c|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,3,16,0.0008
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,4,16,0.0008
pog,2b28f4772c30b8544c742f6a349a06b3|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,3,15,0.00075
pog,03bfc1d4783966c69cc6aef8247e0103|82462c11b65faedd60ec94210debc584|856a563554cc6f5b2bac63e3e8ff10b5,3,15,0.00075
pog,a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,3,15,0.00075
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,5,15,0.00075
pog,46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,4,15,0.00075
pog,03bfc1d4783966c69cc6aef8247e0103|9e3e1aff5fca5f418e5e3679ff932c05|c6342df4744ae61888fa993d281972d7,3,15,0.00075
pog,03bfc1d4783966c69cc6aef8247e0103|82462c11b65faedd60ec94210debc584|9e3e1aff5fca5f418e5e3679ff932c05,3,15,0.00075
pog,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,4,15,0.00075
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569|fc528592c3858f90196fbfacc814f235,4,15,0.00075
pog,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|b608ccb44928992e75009892971acd46,4,15,0.00075
pog,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,5,15,0.00075
pog,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,15,0.00075
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,4,15,0.00075
pog,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70,4,15,0.00075
pog,72b059d86956ec93bbe2ae5a6622f4bd|814ed433f7b89cef654140214dfdaab5|82462c11b65faedd60ec94210debc584|83fb64f0af37f88a42f311549fb261cb,4,14,0.0007
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|58f1ddb77bfc5576db30fa20e53111fa|72b059d86956ec93bbe2ae5a6622f4bd,4,14,0.0007
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|814ed433f7b89cef654140214dfdaab5|c6342df4744ae61888fa993d281972d7,4,14,0.0007
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|c6ba1690407cbd175f036694488a914e,3,14,0.0007
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd|9e3e1aff5fca5f418e5e3679ff932c05,4,14,0.0007
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8585a77eaebc91282b433359863cb569,3,14,0.0007
pog,83fb64f0af37f88a42f311549fb261cb|856a563554cc6f5b2bac63e3e8ff10b5|dab681fd76ae76e9421f7378ed0ed11d|ecff24c1d93157b5c20fd73bb31faced,4,14,0.0007
pog,a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,4,14,0.0007
pog,a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,3,14,0.0007
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,5,14,0.0007
pog,126c091a8ff171f694733a624089e68a|6eb82f81b7105a1112fec1bb3c8dd62b|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,4,14,0.0007
pog,1199c4654170f33208d7932d7d2587a5|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|fc528592c3858f90196fbfacc814f235,4,14,0.0007
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|b608ccb44928992e75009892971acd46,4,14,0.0007
pog,126c091a8ff171f694733a624089e68a|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102,3,14,0.0007
pog,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c|841c8877534da01768696cd2375bab70|95c3a26ab13f3ec5cd28a281e3685e7b,5,14,0.0007
pog,46eacb79120159c0d446c08e1f671b0f|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,3,14,0.0007
pog,03bfc1d4783966c69cc6aef8247e0103|12ba81fb3ad68ad5b21e4cec7be42666|19125833f147d19800e3aa39ecfc76c2|72b059d86956ec93bbe2ae5a6622f4bd,4,14,0.0007
pog,72b059d86956ec93bbe2ae5a6622f4bd|83fb64f0af37f88a42f311549fb261cb|9e3e1aff5fca5f418e5e3679ff932c05,3,14,0.0007
pog,664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,3,14,0.0007
pog,3e600277f4bf92983bf6fcb0ac09e0d7|6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c,3,14,0.0007
pog,664162d351ab59ea042546db288bbf7c|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,3,14,0.0007
pog,a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,3,14,0.0007
pog,03bfc1d4783966c69cc6aef8247e0103|856a563554cc6f5b2bac63e3e8ff10b5|f38776a72637f9103f9229c5f2c92e41,3,14,0.0007
pog,3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b,3,14,0.0007
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|814ed433f7b89cef654140214dfdaab5|ecff24c1d93157b5c20fd73bb31faced,4,14,0.0007
pog,46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|fc528592c3858f90196fbfacc814f235,3,14,0.0007
pog,664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|a6cd655d1645f38869be793d5fb194cb|de802e3a05e11e88ddd894aa58e0f4d9,4,14,0.0007
pog,664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|b608ccb44928992e75009892971acd46,3,13,0.00065
pog,6eb82f81b7105a1112fec1bb3c8dd62b|a6cd655d1645f38869be793d5fb194cb|de802e3a05e11e88ddd894aa58e0f4d9,3,13,0.00065
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|6eb82f81b7105a1112fec1bb3c8dd62b|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,5,13,0.00065
pog,03bfc1d4783966c69cc6aef8247e0103|2deec110140f47a0a9b9fddf744f956e|dab681fd76ae76e9421f7378ed0ed11d,3,13,0.00065
pog,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|bc11aa63d5a69b1b0f90c34fd2c62102|de802e3a05e11e88ddd894aa58e0f4d9,4,13,0.00065
pog,03bfc1d4783966c69cc6aef8247e0103|9e3e1aff5fca5f418e5e3679ff932c05|dab681fd76ae76e9421f7378ed0ed11d,3,13,0.00065
pog,814ed433f7b89cef654140214dfdaab5|83fb64f0af37f88a42f311549fb261cb|9fa5c6beaf93259bc3dcd4ead2b3397f,3,13,0.00065
pog,19125833f147d19800e3aa39ecfc76c2|2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|664162d351ab59ea042546db288bbf7c,4,13,0.00065
pog,126c091a8ff171f694733a624089e68a|46eacb79120159c0d446c08e1f671b0f|664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46,5,13,0.00065
pog,03bfc1d4783966c69cc6aef8247e0103|72b059d86956ec93bbe2ae5a6622f4bd|856a563554cc6f5b2bac63e3e8ff10b5,3,13,0.00065
pog,6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,3,13,0.00065
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94|b608ccb44928992e75009892971acd46,4,13,0.00065
pog,126c091a8ff171f694733a624089e68a|2450d5bfc87a1f5b96e2837f5c87a70c|95c3a26ab13f3ec5cd28a281e3685e7b|b608ccb44928992e75009892971acd46,4,13,0.00065
pog,03bfc1d4783966c69cc6aef8247e0103|814ed433f7b89cef654140214dfdaab5|f38776a72637f9103f9229c5f2c92e41,3,13,0.00065
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|fbf269b6cc339b080853c548156a1050,4,13,0.00065
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|8476c833956c74092868c24514562b0b|b5512b7b61119e0a76d1f6b3bd6d2b94,4,13,0.00065
pog,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e|de802e3a05e11e88ddd894aa58e0f4d9,5,13,0.00065
pog,83fb64f0af37f88a42f311549fb261cb|856a563554cc6f5b2bac63e3e8ff10b5|ecff24c1d93157b5c20fd73bb31faced,3,13,0.00065
pog,664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|8585a77eaebc91282b433359863cb569|b608ccb44928992e75009892971acd46|fc528592c3858f90196fbfacc814f235,5,13,0.00065
pog,3e600277f4bf92983bf6fcb0ac09e0d7|46eacb79120159c0d446c08e1f671b0f|de802e3a05e11e88ddd894aa58e0f4d9,3,13,0.00065
pog,3afab60a60abe737c6b12772e0fcec0a|46eacb79120159c0d446c08e1f671b0f|fc528592c3858f90196fbfacc814f235,3,13,0.00065
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|fc528592c3858f90196fbfacc814f235,4,13,0.00065
pog,0ab410a4baf435f5b6496cb061c11dc1|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c,3,13,0.00065
pog,2450d5bfc87a1f5b96e2837f5c87a70c|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|de802e3a05e11e88ddd894aa58e0f4d9,4,12,0.0006
pog,08734b0d499542a3a0ae060fb5597d09|126c091a8ff171f694733a624089e68a|b608ccb44928992e75009892971acd46,3,12,0.0006
pog,6eb82f81b7105a1112fec1bb3c8dd62b|852a581f78e4f4d7ecf9972a038e440c|95c3a26ab13f3ec5cd28a281e3685e7b,3,12,0.0006
pog,664162d351ab59ea042546db288bbf7c|a6cd655d1645f38869be793d5fb194cb|c6ba1690407cbd175f036694488a914e,3,12,0.0006
pog,83fb64f0af37f88a42f311549fb261cb|856a563554cc6f5b2bac63e3e8ff10b5|f38776a72637f9103f9229c5f2c92e41,3,12,0.0006
pog,46eacb79120159c0d446c08e1f671b0f|de802e3a05e11e88ddd894aa58e0f4d9|fc528592c3858f90196fbfacc814f235,3,12,0.0006
pog,12ba81fb3ad68ad5b21e4cec7be42666|72b059d86956ec93bbe2ae5a6622f4bd|83fb64f0af37f88a42f311549fb261cb,3,12,0.0006
pog,03bfc1d4783966c69cc6aef8247e0103|19125833f147d19800e3aa39ecfc76c2|c7d17d4d3b51ccfb89c4c0f40ae87262,3,12,0.0006
pog,08734b0d499542a3a0ae060fb5597d09|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|852a581f78e4f4d7ecf9972a038e440c|b608ccb44928992e75009892971acd46,5,12,0.0006
pog,814ed433f7b89cef654140214dfdaab5|83fb64f0af37f88a42f311549fb261cb|dab681fd76ae76e9421f7378ed0ed11d|ecff24c1d93157b5c20fd73bb31faced,4,12,0.0006
pog,022ab423f035b47ac0af5046c51ed093|852a581f78e4f4d7ecf9972a038e440c|b5512b7b61119e0a76d1f6b3bd6d2b94,3,12,0.0006
pog,08734b0d499542a3a0ae060fb5597d09|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|de802e3a05e11e88ddd894aa58e0f4d9,4,12,0.0006
pog,126c091a8ff171f694733a624089e68a|b608ccb44928992e75009892971acd46|bc11aa63d5a69b1b0f90c34fd2c62102|fc528592c3858f90196fbfacc814f235,4,12,0.0006
pog,2450d5bfc87a1f5b96e2837f5c87a70c|3afab60a60abe737c6b12772e0fcec0a|64fe11119537f0ea81cfb5e4d54b3c71|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b,5,12,0.0006
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|664162d351ab59ea042546db288bbf7c|95c3a26ab13f3ec5cd28a281e3685e7b|bc11aa63d5a69b1b0f90c34fd2c62102,5,12,0.0006
pog,08734b0d499542a3a0ae060fb5597d09|3e600277f4bf92983bf6fcb0ac09e0d7|852a581f78e4f4d7ecf9972a038e440c,3,12,0.0006
pog,126c091a8ff171f694733a624089e68a|3e600277f4bf92983bf6fcb0ac09e0d7|95c3a26ab13f3ec5cd28a281e3685e7b,3,12,0.0006
pog,126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46|c6ba1690407cbd175f036694488a914e,4,12,0.0006
pog,022ab423f035b47ac0af5046c51ed093|126c091a8ff171f694733a624089e68a|664162d351ab59ea042546db288bbf7c|b608ccb44928992e75009892971acd46,4,12,0.0006
